sggCd,gu,contract_month,avg_sale_price,med_sale_price,avg_sale_price_per_m2,med_sale_price_per_m2,sale_count,avg_jeonse_deposit,med_jeonse_deposit,avg_jeonse_deposit_per_m2,med_jeonse_deposit_per_m2,jeonse_count,total_rent_count,monthly_count,monthly_ratio,jeonse_rate,gap_rate,sale_growth_1m,jeonse_growth_1m,growth_gap_1m,sale_volume_growth_1m,rent_volume_growth_1m,price_gap,purchase_burden_gap,gap_direction,sale_over_jeonse_gap_ratio,jeonse_over_sale_gap_ratio,gap_abs_ratio,monthly_ratio_diff,monthly_ratio_pct_change,monthly_shift_abs,sale_growth_acceleration,sale_growth_vs_market,low_jeonse_rate_score,gap_rate_score,sale_growth_score,growth_gap_score,sale_volume_change_score,rent_volume_change_score,monthly_ratio_score,monthly_shift_score,jeonse_weakness_score,resident_risk_index,investor_risk_index,sale_stagnation_flag,jeonse_stagnation_flag,volume_drop_flag,high_gap_flag,rent_shift_flag,stagnation_score,stagnation_level,resident_risk_grade,investor_risk_grade,total_risk_score,risk_grade,warning_flag,risk_target
11680,강남구,2024-04,241885.15358361776,225000.0,2714.1340751185426,2835.505251592018,293,95478.78219013238,84450.0,1133.3116365151543,1035.9627053426077,831,1572,741,0.4713740458015267,0.4175591938897329,0.582440806110267,0.0728752835641357,0.061207882247048,0.0116674013170876,0.2157676348547716,-0.1602564102564102,146406.3713934854,146406.3713934854,매매가>전세가,0.6052722510018537,0.0,0.6052722510018537,-0.02274988582240489,-0.04604085001031566,0.02274988582240489,0.11399554457042649,0.052711797335775135,0.717017001169094,0.717017001169094,0.5317140291909108,0.5324548949063052,0.10671540063214335,0.16140383085490476,0.4367364222618511,0.06407477065772597,0.5216045449272498,0.568214958491087,0.4862045223892202,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.5272097404401537,높음,0,1
11680,강남구,2024-05,237864.17682926828,211000.0,2664.0305414417967,2693.64330112036,328,76741.2239624119,65000.0,931.2559848364382,916.6302924487125,1277,2356,1079,0.4579796264855688,0.3495665572709366,0.6504334427290633,-0.0184602279364395,-0.1782878117267211,0.1598275837902816,0.1194539249146757,0.4987277353689567,161122.9528668564,161122.9528668564,매매가>전세가,0.6773737643668201,0.0,0.6773737643668201,-0.013394419315957917,-0.02841569118041276,0.013394419315957917,-0.0913355115005752,-0.03203078358121865,0.8336255636550723,0.8336255636550723,0.3901625551624845,0.7160810199582486,0.0590801000480526,0.5022985783429588,0.4099151475056678,0.03764497362069655,0.875224714346859,0.6275053302082825,0.5256441746726994,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.576574752440491,높음,1,1
11680,강남구,2024-06,230921.25748502993,207000.0,2735.455542160067,2804.314329738059,501,92426.6294736842,82000.0,1106.961730605537,1007.8737398927992,950,1950,1000,0.5128205128205128,0.4046718045841164,0.5953281954158836,0.0268108790823451,0.188676098333971,-0.1618652192516259,0.5274390243902438,-0.1723259762308998,138494.62801134575,138494.62801134575,매매가>전세가,0.5997482844138938,0.0,0.5997482844138938,0.054840886334943995,0.11974525320215768,0.054840886334943995,0.045271107018784604,-0.011708325508598696,0.73911909951175,0.73911909951175,0.4603235672828057,0.3173827874532299,0.26086334419300866,0.17355981376954582,0.5197297236784281,0.15473391947485216,0.33339518124152956,0.5536618672816084,0.4688358493527562,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,신중 투자 구간,0.5112488583171823,높음,0,1
11680,강남구,2024-07,242758.93959731545,219500.0,2730.912021379559,2620.985662195358,596,98153.06370875996,85000.0,1146.4681088491404,1024.9839846252405,879,1570,691,0.4401273885350318,0.4198114402345286,0.5801885597654715,-0.0016609740902314,0.0356890190070007,-0.0373499930972321,0.1896207584830338,-0.1948717948717948,144605.87588855549,144605.87588855549,매매가>전세가,0.5956768312154657,0.0,0.5956768312154657,-0.07269312428548097,-0.14175159235668788,0.07269312428548097,-0.0284718531725765,-0.0061431983975326915,0.7131543592465079,0.713154359246508,0.4161979832828327,0.4717039289841838,0.09378355202951491,0.19626705831956417,0.3741674403606738,0.20516764454503453,0.559283655530924,0.5476959749538772,0.4617687054486118,1,0,0,1,1,0.55,안정 정체 구간,우선 점검 구간,신중 투자 구간,0.5047323402012445,높음,0,1
11680,강남구,2024-08,269747.37387387385,247500.0,2856.793229929789,2797.239686293257,444,92080.80048076923,84000.0,1142.524777736185,1018.5700584959372,832,1528,696,0.4554973821989528,0.3999326117712286,0.6000673882287714,0.0460949336942166,-0.0034395471470324,0.0495344808412491,-0.2550335570469798,-0.0267515923566878,177666.5733931046,177666.5733931046,매매가>전세가,0.6586406045093748,0.0,0.6586406045093748,0.015369993663921,0.03492169327403172,0.015369993663921,0.047755907784448,0.05632059041003569,0.7472468981784361,0.7472468981784361,0.4902099314221021,0.579386431868428,0.1261357303806362,0.02694313120411038,0.4049446478928944,0.04322609873212147,0.6170577639624979,0.5788799782452991,0.49869865645086625,0,1,1,1,0,0.65,신중 정체 구간,우선 점검 구간,우선 점검 구간,0.5387893173480827,높음,1,1
11680,강남구,2024-09,252588.54464285713,242500.0,2878.7038650258537,2792.8163824369785,224,87452.90297339593,78000.0,1102.020121059562,1002.8078620136382,639,1286,647,0.5031104199066874,0.3828181614817351,0.6171818385182649,0.0076696608163704,-0.0354518846907452,0.0431215455071156,-0.4954954954954955,-0.1583769633507853,165135.6416694612,165135.6416694612,매매가>전세가,0.6537732813772361,0.0,0.6537732813772361,0.04761303770773456,0.10452977243881967,0.04761303770773456,-0.038425272877846195,0.018823831158055103,0.7765984801325896,0.7765984801325897,0.4306585704405699,0.5714383958579521,0.2450645591439815,0.15951092728885774,0.5002860237459122,0.1343147803437489,0.6643246189021332,0.6020738654200393,0.522420023212083,1,0,1,1,0,0.7,신중 정체 구간,우선 점검 구간,우선 점검 구간,0.5622469443160611,높음,1,1
11680,강남구,2024-10,270089.7573770492,245000.0,3024.182049696378,3059.071729957806,305,96537.35294117648,86000.0,1163.8464284440995,1053.6963668549272,884,1656,772,0.466183574879227,0.3848466822825523,0.6151533177174476,0.0505360021355365,0.0561027028481959,-0.0055667007126594,0.3616071428571428,0.2877138413685847,173552.4044358727,173552.4044358727,매매가>전세가,0.6425730694910843,0.0,0.6425730694910843,-0.03692684502746035,-0.07339709846261822,0.03692684502746035,0.0428663413191661,0.05403565245646191,0.7731195314358007,0.7731195314358007,0.4970926846229313,0.511095368199156,0.17884541000515725,0.28977384500606856,0.4263429110959642,0.10412559593016485,0.5291424441436645,0.5908348243438263,0.5094688176607377,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.550151821002282,높음,1,1
11680,강남구,2024-11,269868.7626459144,232500.0,3031.684126310657,2917.198703467243,257,94589.20338983052,84000.0,1162.121161256946,1052.3750487171374,826,1617,791,0.4891774891774891,0.3833252782410298,0.6166747217589702,0.0024806960993082,-0.0014823838824339,0.0039630799817421,-0.1573770491803279,-0.0235507246376811,175279.55925608386,175279.55925608386,매매가>전세가,0.6494992511825542,0.0,0.6494992511825542,0.022993914298262086,0.049323733261557035,0.022993914298262086,-0.048055306036228304,-0.024507331754757646,0.7757287660097877,0.7757287660097878,0.42261673006201106,0.5229063465085569,0.07783630230218384,0.023719345577807693,0.4723864220960313,0.06476416686086739,0.6141679733624006,0.583407903386169,0.47876154544895355,1,1,1,1,0,0.8999999999999999,거래 위축 정체 구간,우선 점검 구간,우선 점검 구간,0.5310847244175613,높음,0,1
11680,강남구,2024-12,300522.0416666667,257500.0,2922.791918438082,2884.3677736515356,192,99131.12026515152,89625.0,1182.2393009341183,1081.4459537210764,1056,2004,948,0.4730538922155688,0.4044897255518273,0.5955102744481727,-0.0359180585231645,0.0173115681461413,-0.0532296266693058,-0.2529182879377432,0.2393320964749536,201390.92140151517,201390.92140151517,매매가>전세가,0.6701369399882293,0.0,0.6701369399882293,-0.016123596961920283,-0.03296062741773087,0.016123596961920283,-0.0383987546224727,-0.02189088786254588,0.7394313682406877,0.7394313682406878,0.3631064669850629,0.45202309752589226,0.12508955035188019,0.2410456914377814,0.44010018303090026,0.04535507671508273,0.586418328305581,0.5405306447715854,0.44512583201072203,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,신중 투자 구간,0.49282823839115375,주의,0,1
11680,강남구,2025-01,268796.45248868776,244000.0,3018.7196668550982,3004.3873987881475,221,87245.95066185319,75000.0,1096.5115463239836,1001.5022533800702,831,1591,760,0.4776869893148963,0.3632372884317307,0.6367627115682692,0.0328205876757312,-0.0725130306042095,0.1053336182799408,0.1510416666666667,-0.2060878243512973,181550.50182683457,181550.50182683457,매매가>전세가,0.6754200070199032,0.0,0.6754200070199032,0.004633097099327466,0.009794015387185828,0.004633097099327466,0.06873864619889569,0.002447174683917624,0.8101800203129308,0.8101800203129308,0.4696373938098488,0.6485425250782996,0.07470291817087849,0.20756339349939726,0.449377596806135,0.012893672570985282,0.7190461401092723,0.6190441249273997,0.5196937958698857,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.5693689603986427,높음,1,1
11680,강남구,2025-02,270047.3322683706,250000.0,3100.390848175401,3050.9058401883035,626,88977.1017257039,79800.0,1107.3005377094184,1012.4019235636548,1101,2197,1096,0.4988620846609012,0.3571486925143878,0.6428513074856121,0.0270549074884411,0.0098393778174106,0.0172155296710305,1.832579185520362,0.380892520427404,181070.2305426667,181070.2305426667,매매가>전세가,0.6705129394232294,0.0,0.6705129394232294,0.021175095346004924,0.04432839038880765,0.021175095346004924,-0.005765680187290099,0.0003478258101300806,0.8206220689344587,0.8206220689344587,0.46070176170051014,0.5393311101884353,0.9063658787591682,0.3836196745116097,0.4917790654227653,0.05962588586524489,0.5974511663751905,0.6154564603793722,0.6291417689052493,0,1,0,1,0,0.4,완만 정체 구간,우선 점검 구간,우선 점검 구간,0.6222991146423107,높음,1,1
11680,강남구,2025-03,266316.39344262297,247000.0,3065.2461649540196,3026.9772711180344,915,89892.87852865698,79000.0,1113.642069519262,1003.684111090119,1169,1964,795,0.4047861507128309,0.3633124419995701,0.6366875580004299,-0.0113355653988155,0.0057270195343368,-0.0170625849331523,0.4616613418530351,-0.1060537096040055,176423.514913966,176423.514913966,매매가>전세가,0.6624583362419855,0.0,0.6624583362419855,-0.09407593394807029,-0.18858104642692552,0.09407593394807029,-0.038390472887256596,-0.026751514945850523,0.8100511306279995,0.8100511306279995,0.40120433362944397,0.49684764901970097,0.2283306997612484,0.10681304404031101,0.30339938185114534,0.2655754626986477,0.603523145410162,0.5966308471663507,0.5239354434836808,0,1,0,1,1,0.5,안정 정체 구간,우선 점검 구간,우선 점검 구간,0.5602831453250158,높음,1,1
11680,강남구,2025-04,470417.1875,413750.0,3904.951816244225,4020.1458333914024,128,77996.08500477555,70000.0,986.2198493103118,936.0754102350486,1047,1814,767,0.4228224917309812,0.2525562147035289,0.747443785296471,0.2739439529819301,-0.114419366595908,0.3883633195778381,-0.8601092896174863,-0.0763747454175153,392421.10249522445,392421.10249522445,매매가>전세가,0.8341980542435525,0.0,0.8341980542435525,0.01803634101815027,0.04455770284232341,0.01803634101815027,0.2852795183807456,0.28872311671528567,1.0,1.0,0.8433295888940382,0.9993226500511132,0.4253970132765185,0.07692158130355956,0.3395157409580822,0.05075870219491379,0.7809216811148761,0.8154252801570723,0.7874158699999995,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,우선 점검 구간,0.8014205750785359,높음,1,1
11680,강남구,2025-05,293838.68512110726,270000.0,3305.697317830107,3299.2378660248696,289,89380.56782945736,78750.0,1070.3272595183537,976.7525098637188,1032,1980,948,0.4787878787878787,0.323782596109231,0.676217403890769,-0.1534601517799213,0.0852826175287997,-0.238742769308721,1.2578125,0.091510474090408,204458.11729164992,204458.11729164992,매매가>전세가,0.6958175612832646,0.0,0.6958175612832646,0.05596538705689752,0.13236142388684757,0.05596538705689752,-0.4274041047618514,-0.1742752208295412,0.8778455085752493,0.8778455085752495,0.1809401191152543,0.22210262253425606,0.6220949909747292,0.09216568034881187,0.4515820416823584,0.15791070663225837,0.4860577180603012,0.5603284403665129,0.4969597956406746,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.5286441180035937,높음,0,1
11680,강남구,2025-06,322708.5460526316,290000.0,3485.0834411897513,3343.6593496732103,608,96538.71083070451,84000.0,1154.7929095811442,1030.3030303030305,951,1790,839,0.4687150837988826,0.3313530160950512,0.6686469839049487,0.0542657436880504,0.0789157234963817,-0.0246499798083312,1.1038062283737022,-0.0959595959595959,226169.83522192706,226169.83522192706,매매가>전세가,0.7008486077869172,0.0,0.7008486077869172,-0.010072794988996103,-0.02103811611625772,0.010072794988996103,0.2077258954679717,0.020376324999720363,0.8648621057266301,0.86486210572663,0.5028730257611105,0.48744401643157187,0.5459258241415061,0.09664665750584597,0.4314120592747821,0.028261170393528445,0.495458564100844,0.6269459321590484,0.5854801361034357,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.6062130341312421,높음,1,1
11680,강남구,2025-07,300480.9304812834,258250.0,3375.2463257675213,3163.19767237384,374,91668.06783369803,84000.0,1108.773022353244,1007.9657199888056,914,1745,831,0.4762177650429799,0.328501364148915,0.671498635851085,-0.0315163516959391,-0.0398512034894569,0.0083348517935177,-0.3848684210526315,-0.0251396648044692,208812.86264758537,208812.86264758537,매매가>전세가,0.6949288339633655,0.0,0.6949288339633655,0.007502681244097309,0.01600691230862239,0.007502681244097309,-0.08578209538398951,0.03003611988895817,0.8697527387522856,0.8697527387522859,0.36992821768638584,0.5283246141160021,0.19035008550256505,0.025319662404501196,0.4464355903670373,0.021000433091658468,0.6708203008625016,0.6163578964923705,0.5147165810583282,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,우선 점검 구간,0.5655372387753493,높음,1,1
11680,강남구,2025-08,250291.40625,188250.0,2882.2994528270274,2735.8220341478964,128,85229.81472957422,75000.0,1055.7809076604972,958.1881533101046,869,1776,907,0.5106981981981982,0.3662981327720693,0.6337018672279306,-0.146047673373409,-0.0477934740694512,-0.0982541993039578,-0.6577540106951871,0.0177650429799427,165061.59152042578,165061.59152042578,매매가>전세가,0.6594776624314315,0.0,0.6594776624314315,0.03448043315521826,0.07240476035602383,0.03448043315521826,-0.11453132167746988,-0.14329574952320948,0.804930618667848,0.804930618667848,0.1924279536651171,0.3962207377622172,0.3253151605243344,0.017892238991732267,0.5154799550052652,0.09721432440695636,0.682547221799884,0.5520320409892464,0.45797416133855945,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,신중 투자 구간,0.5050031011639029,높음,0,1
11680,강남구,2025-09,253150.64377682403,220000.0,3244.4243643891364,3118.6868686868684,233,95421.36191536748,80000.0,1166.3225002218935,1024.5208158190117,898,1701,803,0.4720752498530276,0.3594851872718845,0.6405148127281155,0.1256375048772009,0.1047012611795996,0.0209362436976012,0.8203125,-0.0422297297297297,157729.28186145655,157729.28186145655,매매가>전세가,0.6230649051815553,0.0,0.6230649051815553,-0.03862294834517055,-0.07562773567918735,0.03862294834517055,0.2716851782506099,0.0355566944945276,0.816614939508735,0.8166149395087351,0.6134847455002119,0.5439424726187508,0.40571412454873645,0.042532090563116784,0.4381405284109732,0.10891719733347502,0.4573857033624211,0.6366273250466566,0.5890495108675078,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.6128384179570823,높음,1,1
11680,강남구,2025-10,268760.6451612903,231500.0,3237.755378216187,3093.803580662945,310,100409.99171597631,89250.0,1209.2288173692884,1071.9754977029097,845,1679,834,0.4967242406194163,0.3734775102236112,0.6265224897763888,-0.002055522158614,0.0367876956324102,-0.0388432177910242,0.3304721030042918,-0.012933568489124,168350.65344531398,168350.65344531398,매매가>전세가,0.6263962245822201,0.0,0.6263962245822201,0.024648990766388656,0.05221411369069373,0.024648990766388656,-0.1276930270358149,-0.012081441807751541,0.7926178606134395,0.7926178606134396,0.41558651398970603,0.4698532626325645,0.16344649137757392,0.013026171604797918,0.48749820030499025,0.06943986476467633,0.5576614375779899,0.584818703307027,0.48596516672226175,1,0,0,1,0,0.45,안정 정체 구간,우선 점검 구간,우선 점검 구간,0.5353919350146443,높음,0,1
11680,강남구,2025-11,271290.1754385965,242000.0,3193.4589412370824,2980.953055299866,285,104769.2162162162,94500.0,1230.9957387181669,1113.3483358995618,1073,2227,1154,0.5181859003143242,0.3854741085981533,0.6145258914018467,-0.0136812179441145,0.018000663758769,-0.0316818817028836,-0.0806451612903226,0.3263847528290649,166520.9592223803,166520.9592223803,매매가>전세가,0.6138112408721209,0.0,0.6138112408721209,0.02146165969490793,0.043206386843825495,0.02146165969490793,-0.0116256957855005,0.05492093049112319,0.7720434843170767,0.7720434843170767,0.3975690490627888,0.47872884832710705,0.039885873995574715,0.328721636500872,0.5304734915678996,0.060435448656617805,0.5854008648880117,0.5765573207894745,0.45750122495395396,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,신중 투자 구간,0.5170292728717143,높음,0,1
11680,강남구,2025-12,242735.83422459892,197000.0,3063.0798405730043,2867.662677901296,187,96503.57947019867,85000.0,1166.5496572034083,1058.684625222127,1208,2369,1161,0.490080202617138,0.3808420667824264,0.6191579332175736,-0.0408269224884951,-0.0523528063402284,0.0115258838517332,-0.343859649122807,0.0637629097440501,146232.25475440023,146232.25475440023,매매가>전세가,0.6024337330395737,0.0,0.6024337330395737,-0.028105697697186183,-0.05423863845028909,0.028105697697186183,-0.0271457045443806,-0.0660736918273412,0.7799875171472073,0.7799875171472074,0.355498725826322,0.5322795016032165,0.17006776869972762,0.06421944609066621,0.47419403499956925,0.07920528507103028,0.6892791668435772,0.5785004246950943,0.4839819702994924,0,0,1,1,0,0.45,안정 정체 구간,우선 점검 구간,우선 점검 구간,0.5312411974972934,높음,0,1
11680,강남구,2026-01,267668.07511737087,232000.0,3249.939465388629,3148.6146095717886,213,94408.97511961724,80000.0,1143.374065915443,1035.1317440401506,1045,1973,928,0.4703497212366954,0.3518139577958932,0.6481860422041068,0.0610038374907879,-0.0198667850484175,0.0808706225392055,0.1390374331550801,-0.1671591388771633,173259.09999775363,173259.09999775363,매매가>전세가,0.6472908654563325,0.0,0.6472908654563325,-0.019730481380442644,-0.040259698871893734,0.019730481380442644,0.10183075997928301,0.01908377001814405,0.8297712323983701,0.8297712323983703,0.5133157012796387,0.6182236834026952,0.06876580628969665,0.16835598235361077,0.4346852926126459,0.05554475812240509,0.6413129084012128,0.6336395289750402,0.5325971550315914,0,0,0,1,0,0.2,활발 관찰 구간,우선 점검 구간,우선 점검 구간,0.5831183420033158,높음,1,1
