sggCd,gu,contract_month,avg_sale_price,med_sale_price,avg_sale_price_per_m2,med_sale_price_per_m2,sale_count,avg_jeonse_deposit,med_jeonse_deposit,avg_jeonse_deposit_per_m2,med_jeonse_deposit_per_m2,jeonse_count,total_rent_count,monthly_count,monthly_ratio,jeonse_rate,gap_rate,sale_growth_1m,jeonse_growth_1m,growth_gap_1m,sale_volume_growth_1m,rent_volume_growth_1m
11305,강북구,2024-09,56296.0,58900.0,860.5249126942128,832.3364026895307,50,39523.142857142855,42250.0,580.41347550339,548.2616472013382,112,216,104,0.48148148148148145,0.6744877073763926,0.32551229262360737,-0.05292321026322855,-0.027732176792854113,-0.025191033470374435,-0.576271186440678,-0.1462450592885376
11305,강북구,2024-10,60522.94117647059,64500.0,882.8643270840564,836.5440128191533,85,38183.10317460317,39500.0,576.260750526399,552.0898063935974,126,235,109,0.46382978723404256,0.6527172214893828,0.3472827785106172,0.025960218071898966,-0.0071547700945251425,0.03311498816642411,0.7,0.08796296296296302
11305,강북구,2024-11,58590.38461538462,59950.0,889.3810491369447,865.4392587514412,52,38601.480769230766,39000.0,559.1228214324833,559.3860559930083,104,199,95,0.47738693467336685,0.6286650946465028,0.3713349053534972,0.007381340318066698,-0.029739886116242675,0.03712122643430937,-0.388235294117647,-0.15319148936170213
11305,강북구,2024-12,60998.88888888889,59500.0,916.2872965184026,966.9889963321108,45,38111.47863247863,40000.0,543.5817093985625,529.723366686286,117,255,138,0.5411764705882353,0.5932437473093847,0.4067562526906153,0.030252777937609165,-0.027795524414661266,0.05804830235227043,-0.13461538461538458,0.2814070351758795
11305,강북구,2025-01,58833.96226415094,61000.0,865.3233867871963,893.2461873638345,53,36994.47321428572,39500.0,604.9419874722413,594.2211660988122,112,293,181,0.6177474402730375,0.699093537409513,0.30090646259048703,-0.05562001123976379,0.1128814252075736,-0.1685014364473374,0.1777777777777778,0.14901960784313717
11305,강북구,2025-02,58731.9587628866,60000.0,861.7814461841166,848.2774893817838,97,36596.29530201342,38000.0,560.6172998914482,531.2555339118115,149,284,135,0.4753521126760563,0.6505330352304594,0.34946696476954064,-0.00409319874761549,-0.07327097225637202,0.06917777350875653,0.8301886792452831,-0.030716723549488067
11305,강북구,2025-03,64363.846153846156,69900.0,900.9359429435124,875.2132950901037,104,38538.89189189189,39000.0,558.1290461643398,520.6185517760911,148,248,100,0.4032258064516129,0.6194991447902904,0.38050085520970955,0.04543436962209846,-0.0044384176649385765,0.049872787287037035,0.07216494845360821,-0.12676056338028174
11305,강북구,2025-04,68539.10891089108,70500.0,936.9878708496188,934.9452078622369,101,35302.40666666667,38825.0,508.6006716922045,488.75932529698747,150,286,136,0.4755244755244755,0.5428039012191568,0.4571960987808432,0.04001608348349239,-0.08874000522372338,0.12875608870721578,-0.028846153846153855,0.153225806451613
11305,강북구,2025-05,58266.50406504065,60000.0,912.376584966787,883.3333333333334,123,36748.5,38000.0,545.7108591592956,506.7474385315627,144,242,98,0.4049586776859504,0.5981201930770297,0.4018798069229703,-0.026266386842889844,0.07296527419757215,-0.099231661040462,0.2178217821782178,-0.15384615384615385
11305,강북구,2025-06,65569.27374301676,64000.0,951.6939825239814,953.3333333333334,179,38016.640625,39187.5,530.9906047393005,506.47226950831845,128,221,93,0.42081447963800905,0.5579425892040042,0.4420574107959958,0.04309338731947565,-0.02697445757753969,0.07006784489701534,0.4552845528455285,-0.08677685950413228
