kmeans_cluster,sample_count,avg_total_risk_score,avg_resident_risk_index,avg_investor_risk_index,avg_stagnation_score,avg_gap_rate,avg_sale_growth_1m,avg_growth_gap_1m,avg_monthly_ratio,risk_target_rate,warning_rate,risk_rank,cluster_risk_label
3,107,0.7426759679572764,0.7177188251001335,0.7676331108144193,0.2383177570093458,0.5417942747754723,0.08174891411583755,0.11737014408928105,0.4479655253252851,0.9252336448598131,0.5700934579439252,5,우선점검
4,197,0.5762134880348079,0.5708788977519942,0.5815480783176215,0.39568527918781726,0.5664246276434827,-0.004746638189696334,-0.018549268762494,0.43680693792668324,0.36548223350253806,0.12690355329949238,4,신중검토
2,284,0.47406554325955735,0.4713528169014084,0.47677826961770625,0.21461267605633805,0.44863254432981625,0.015453758681240059,0.014005652403696025,0.3924711987315492,0.1056338028169014,0.007042253521126761,3,관찰
0,179,0.4514242617717478,0.46705762170790105,0.4357909018355946,0.21061452513966483,0.39308096678530763,0.00859472959454073,0.007270975826787547,0.5283681006133336,0.1005586592178771,0.0,2,양호
1,108,0.27388941798941796,0.28956878306878303,0.2582100529100529,0.2699074074074074,0.3943767240239443,-0.06975948726013678,-0.13320296286970743,0.4524030649847932,0.0,0.0,1,안정권
