cluster,gap_rate,sale_growth_1m,jeonse_growth_1m,growth_gap_1m,sale_volume_growth_1m,rent_volume_growth_1m,monthly_ratio,user_risk_score,investor_risk_score,total_risk_score,risk_target,warning_flag,count
0,0.4034208629113292,-0.003084678027482181,0.00013368620391189794,-0.003218364231394084,0.06300771348111954,0.01573464214317474,0.5345446521841297,0.4561447004608295,0.4244500768049155,0.4402973886328725,0.10752688172043011,0.005376344086021506,186
1,0.5408467456526952,0.06857528666454556,-0.06193807081012164,0.13051335747466725,0.10023911945572372,0.018278442762431242,0.4407725813358972,0.6879920329670329,0.7313934065934066,0.7096927197802197,0.7884615384615384,0.47115384615384615,104
2,0.40651542014049874,-0.06742771663791206,0.09717309600359202,-0.1646008126415041,-0.23759094546340825,-0.018043241860129233,0.4518462412595289,0.3163553571428571,0.2695621428571428,0.29295875,0.0125,0.0,80
3,0.4878128802033779,-0.006972047622960579,0.00591711015014483,-0.01288915777310541,-0.07852508954800894,-0.05213040506867016,0.40430425115968316,0.4658249678249678,0.46764873444873445,0.4667368511368511,0.1111111111111111,0.024024024024024024,333
4,0.48648951230937915,0.042809157065711756,0.01790816545817494,0.02490099160753682,0.7035336216832725,0.0949096443749082,0.4234642485299315,0.5882428571428572,0.614507973421927,0.601375415282392,0.45930232558139533,0.1744186046511628,172
